incentive,private,grade,table,table_size,table_incentive_pr,grape,grape2,cluster,strata,sex,race,lunch,dg,sw,sc,male,group,sex_mf,grade_mod,black,hispanic,free,public,above_grade_median,nosurvey,dbestfriend,dbestfriend_i,dpopular,dpopular_i,tpr_own
0,0,4,161,7,0.4285714328289032,0,0,161,14,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,0,1,1,1,0,0
1,1,6,145,7,0.5714285969734192,0,0,153,13,3,2,2,0,0,0,1,4,1,6,1,0,1,0,1,0,0,0,1,1,0.1428571492433548
1,1,1,200,7,1,1,1,190,16,2,3,2,0,0,0,0,7,0,1,0,1,1,0,0,0,1,1,1,1,1
1,0,0,270,7,0.5714285969734192,0,1,243,22,3,2,2,1,1,0,1,6,1,0,1,0,1,1,0,1,0,0,0,0,0.2857142984867096
1,1,4,60,7,1,1,1,49,4,3,3,2,0,0,0,1,7,1,4,0,1,1,0,0,0,0,0,1,1,0.7142857313156128
1,0,8,26,7,1,0,0,32,3,2,3,2,0,0,0,0,8,0,8,0,1,1,1,1,1,0,0,0,0,0.5714285969734192
1,1,1,200,7,1,0,1,190,16,2,2,4,1,1,0,0,7,0,1,1,0,0,0,0,0,1,1,0,0,1
1,0,4,231,7,0.5714285969734192,1,1,230,20,2,2,2,0,0,0,0,6,0,4,1,0,1,1,0,0,0,0,0,0,0.5714285969734192
1,1,5,259,7,1,1,1,277,25,3,3,2,0,0,0,1,7,1,5,0,1,1,0,1,0,0,0,1,1,0.2857142984867096
1,1,8,160,7,0.4285714328289032,0,0,160,14,3,2,2,0,0,0,1,4,1,8,1,0,1,0,1,0,0,0,0,0,0.1428571492433548
0,1,6,42,7,0,0,0,52,5,2,3,2,0,0,0,0,1,0,6,0,1,1,0,1,1,0,0,0,0,0
1,1,6,191,7,1,1,1,203,18,3,3,2,0,0,0,1,7,1,6,0,1,1,0,1,0,1,1,1,1,0.7142857313156128
1,0,2,91,7,0.4285714328289032,1,1,91,8,3,3,3,0,0,0,1,6,1,2,0,1,0,1,0,0,1,1,0,0,0.2857142984867096
1,0,8,26,7,1,0,0,32,3,2,2,2,0,0,0,0,8,0,8,1,0,1,1,1,1,0,0,0,0,0.5714285969734192
0,1,6,145,7,0.5714285969734192,0,0,153,13,2,2,2,0,0,0,0,3,0,6,1,0,1,0,1,0,0,0,0,0,0.4285714328289032
0,1,5,137,7,0.2857142984867096,0,0,149,13,3,2,2,0,0,0,1,3,1,5,1,0,1,0,1,0,1,0,0,0,0.1428571492433548
0,1,1,104,7,0.5714285969734192,1,1,94,8,3,2,2,0,0,0,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0.1428571492433548
0,1,2,184,7,0.5714285969734192,1,1,183,16,2,3,2,0,0,0,0,3,0,2,0,1,1,0,0,0,1,0,1,0,0.5714285969734192
0,1,7,153,7,0,0,0,157,13,2,2,2,0,0,0,0,1,0,7,1,0,1,0,1,0,1,0,1,0,0
0,0,999,107,7,0.5714285969734192,0,0,95,8,1,1,1,0,0,0,999,5,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
0,0,0,217,7,0.4285714328289032,0,0,214,19,2,2,2,0,0,0,0,5,0,0,1,0,1,1,0,1,0,0,0,0,0.2857142984867096
0,0,6,250,7,0,1,1,261,24,3,2,2,0,0,0,1,2,1,6,1,0,1,1,1,1,0,0,0,0,0
1,1,6,191,7,1,1,1,203,18,2,3,2,0,0,0,0,7,0,6,0,1,1,0,1,0,0,0,0,0,0.2857142984867096
0,0,3,49,7,0,1,1,45,4,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,0,1,0,1,0,0
1,0,1,118,7,0.5714285969734192,1,1,99,8,3,3,2,0,0,0,1,6,1,1,0,1,1,1,0,1,0,0,0,0,0.1428571492433548
0,0,2,57,7,0.4285714328289032,1,1,48,4,2,3,4,0,0,0,0,5,0,2,0,1,0,1,0,0,0,0,0,0,0.1428571492433548
1,0,1,118,7,0.5714285969734192,1,1,99,8,2,3,2,0,0,0,0,6,0,1,0,1,1,1,0,0,1,1,1,0,0.4285714328289032
0,0,1,118,7,0.5714285969734192,1,0,99,8,3,2,2,-1,0,1,1,5,1,1,1,0,1,1,0,0,0,0,1,0,0.1428571492433548
1,1,2,184,7,0.5714285969734192,1,1,183,16,2,3,2,0,0,0,0,4,0,2,0,1,1,0,0,0,0,0,0,0,0.5714285969734192
0,0,1,182,7,0,1,1,182,16,3,3,2,0,0,0,1,2,1,1,0,1,1,1,0,0,1,0,0,0,0
1,0,1,57,7,0.4285714328289032,1,1,48,4,3,3,2,0,0,0,1,6,1,1,0,1,1,1,0,0,1,0,1,1,0.2857142984867096
0,0,3,129,7,0,1,1,116,9,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,0,0
0,0,3,129,7,0,1,1,116,9,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,0,0
1,0,6,232,7,0.4285714328289032,1,1,231,20,3,2,2,0,0,0,1,6,1,6,1,0,1,1,1,0,1,1,1,1,0.4285714328289032
0,0,4,57,7,0.4285714328289032,1,1,48,4,2,3,2,0,0,0,0,5,0,4,0,1,1,1,0,0,0,0,0,0,0.1428571492433548
0,0,6,250,7,0,1,0,261,24,3,2,2,-1,0,1,1,2,1,6,1,0,1,1,1,0,1,0,1,0,0
1,1,1,32,7,1,0,0,9,1,3,3,2,0,0,0,1,7,1,1,0,1,1,0,0,0,1,1,1,1,0.5714285969734192
0,0,4,37,7,0.5714285969734192,1,1,37,4,3,3,2,0,0,0,1,5,1,4,0,1,1,1,0,0,1,1,0,0,0.2857142984867096
1,1,1,200,7,1,1,1,190,16,2,2,2,0,0,0,0,7,0,1,1,0,1,0,0,0,1,1,1,1,1
1,0,5,39,7,0.5714285969734192,0,0,51,5,3,3,2,0,0,0,1,6,1,5,0,1,1,1,1,0,0,0,1,0,0.1428571492433548
0,0,4,36,7,0,0,0,36,4,2,2,2,0,0,0,0,2,0,4,1,0,1,1,0,1,0,0,0,0,0
0,0,8,240,7,0.4285714328289032,0,0,270,25,2,2,2,0,0,0,0,5,0,8,1,0,1,1,1,0,1,1,1,1,0.4285714328289032
1,0,2,217,7,0.4285714328289032,1,1,214,19,2,2,1,0,0,0,0,6,0,2,1,0,0,1,0,0,0,0,1,1,0.2857142984867096
0,1,5,255,7,0.5714285969734192,0,0,276,25,2,3,2,0,0,0,0,3,0,5,0,1,1,0,1,0,1,0,1,1,0
0,0,6,127,7,0,1,1,129,10,2,2,2,0,0,0,0,2,0,6,1,0,1,1,1,0,1,0,1,0,0
0,0,1,229,7,0,0,0,218,19,2,2,4,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,3,60,7,1,1,1,49,4,3,3,2,0,0,0,1,7,1,3,0,1,1,0,0,0,0,0,0,0,0.7142857313156128
1,1,4,60,7,1,1,1,49,4,3,3,2,0,0,0,1,7,1,4,0,1,1,0,0,0,1,1,0,0,0.7142857313156128
0,0,3,49,7,0,0,1,45,4,2,3,4,1,1,0,0,2,0,3,0,1,0,1,0,0,1,0,0,0,0
0,0,999,107,7,0.5714285969734192,0,1,95,8,1,1,1,1,1,0,999,5,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
1,0,2,91,7,0.4285714328289032,1,1,91,8,3,3,2,0,0,0,1,6,1,2,0,1,1,1,0,1,0,0,0,0,0.2857142984867096
1,1,999,104,7,0.5714285969734192,0,0,94,8,1,1,1,0,0,0,999,4,NA,NA,0,0,0,0,NA,1,0,0,0,0,NA
1,1,7,46,7,1,1,1,53,5,3,3,2,0,0,0,1,7,1,7,0,1,1,0,1,0,1,1,0,0,1
0,0,4,231,7,0.5714285969734192,0,0,230,20,3,2,2,0,0,0,1,5,1,4,1,0,1,1,0,0,0,0,0,0,0
0,0,4,161,7,0.4285714328289032,0,0,161,14,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,0,1,0,1,0,0
0,0,4,77,7,0.4285714328289032,0,0,70,6,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,0,0,0,0,0,0.2857142984867096
0,0,1,118,7,0.5714285969734192,0,0,99,8,3,2,2,0,0,0,1,5,1,1,1,0,1,1,0,0,1,0,1,0,0.1428571492433548
1,0,1,144,7,0.4285714328289032,1,1,135,11,2,4,2,0,0,0,0,6,0,1,0,0,1,1,0,0,1,0,0,0,0.2857142984867096
1,1,1,200,7,1,1,1,190,16,2,3,2,0,0,0,0,7,0,1,0,1,1,0,0,0,1,1,0,0,1
0,0,5,232,7,0.4285714328289032,0,0,231,20,2,2,2,0,0,0,0,5,0,5,1,0,1,1,1,0,0,0,0,0,0
1,1,7,46,7,1,1,1,53,5,3,3,2,0,0,0,1,7,1,7,0,1,1,0,1,0,1,1,0,0,1
0,0,5,39,7,0.5714285969734192,0,0,51,5,2,3,2,0,0,0,0,5,0,5,0,1,1,1,1,0,1,0,1,0,0
1,1,3,165,7,0.5714285969734192,1,1,172,15,2,2,2,0,0,0,0,4,0,3,1,0,1,0,0,1,0,0,0,0,0.1428571492433548
0,1,6,42,7,0,0,0,52,5,3,2,2,0,0,0,1,1,1,6,1,0,1,0,1,1,0,0,0,0,0
0,0,3,49,7,0,0,0,45,4,2,3,2,0,0,0,0,2,0,3,0,1,1,1,0,1,0,0,0,0,0
0,0,4,194,7,0,0,0,196,17,2,3,2,0,0,0,0,2,0,4,0,1,1,1,0,1,0,0,0,0,0
0,0,5,231,7,0.5714285969734192,1,1,230,20,3,2,2,0,0,0,1,5,1,5,1,0,1,1,1,0,0,0,1,0,0
0,1,3,165,7,0.5714285969734192,1,1,172,15,2,2,2,0,0,0,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0.1428571492433548
0,0,6,34,7,0,0,0,34,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,0,0,0,0,0
0,1,7,153,7,0,0,0,157,13,2,2,2,0,0,0,0,1,0,7,1,0,1,0,1,0,1,0,1,0,0
1,1,1,32,7,1,0,0,9,1,3,3,2,0,0,0,1,7,1,1,0,1,1,0,0,0,1,1,1,1,0.5714285969734192
1,0,999,107,7,0.5714285969734192,0,0,95,8,1,1,1,0,0,0,999,6,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
0,0,3,49,7,0,1,1,45,4,3,3,2,0,0,0,1,2,1,3,0,1,1,1,0,0,0,0,1,0,0
0,1,7,153,7,0,0,0,157,13,2,3,3,0,0,0,0,1,0,7,0,1,0,0,1,0,1,0,1,0,0
1,1,5,255,7,0.5714285969734192,1,0,276,25,3,3,2,-1,0,1,1,4,1,5,0,1,1,0,1,0,1,1,1,1,0.5714285969734192
0,1,7,10,7,0.5714285969734192,0,1,25,3,3,3,2,1,1,0,1,3,1,7,0,1,1,0,1,0,1,1,0,0,0
0,0,6,150,7,0,0,0,156,13,3,2,3,0,0,0,1,2,1,6,1,0,0,1,1,0,0,0,1,0,0
1,1,6,145,7,0.5714285969734192,1,1,153,13,2,2,2,0,0,0,0,4,0,6,1,0,1,0,1,0,1,1,0,0,0.4285714328289032
1,0,5,231,7,0.5714285969734192,1,1,230,20,2,3,2,0,0,0,0,6,0,5,0,1,1,1,1,0,0,0,0,0,0.5714285969734192
1,1,2,281,7,1,1,1,258,23,3,2,2,0,0,0,1,7,1,2,1,0,1,0,0,0,1,1,0,0,1
1,0,8,240,7,0.4285714328289032,0,0,270,25,2,3,2,0,0,0,0,6,0,8,0,1,1,1,1,0,0,0,0,0,0.4285714328289032
1,0,8,26,7,1,0,0,32,3,3,3,2,0,0,0,1,8,1,8,0,1,1,1,1,1,0,0,0,0,0.2857142984867096
1,0,4,77,7,0.4285714328289032,1,1,70,6,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,1,0,0,0,0.2857142984867096
0,1,7,153,7,0,0,0,157,13,2,2,4,0,0,0,0,1,0,7,1,0,0,0,1,0,1,0,1,0,0
0,0,1,36,7,0,1,0,36,4,2,2,2,-1,0,1,0,2,0,1,1,0,1,1,0,0,1,0,0,0,0
0,0,6,150,7,0,0,0,156,13,3,2,2,0,0,0,1,2,1,6,1,0,1,1,1,0,1,0,0,0,0
0,0,0,217,7,0.4285714328289032,0,0,214,19,3,2,4,0,0,0,1,5,1,0,1,0,0,1,0,1,0,0,0,0,0.1428571492433548
1,0,2,37,7,0.5714285969734192,1,1,37,4,3,2,2,0,0,0,1,6,1,2,1,0,1,1,0,0,1,1,0,0,0.2857142984867096
0,0,6,127,7,0,1,1,129,10,2,2,2,0,0,0,0,2,0,6,1,0,1,1,1,0,1,0,1,0,0
0,1,2,187,7,0,1,1,194,17,2,3,2,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0
0,0,2,91,7,0.4285714328289032,1,1,91,8,3,2,2,0,0,0,1,5,1,2,1,0,1,1,0,0,0,0,0,0,0.2857142984867096
0,0,4,194,7,0,0,0,196,17,2,3,2,0,0,0,0,2,0,4,0,1,1,1,0,0,1,0,1,0,0
0,0,2,91,7,0.4285714328289032,0,1,91,8,3,2,2,1,1,0,1,5,1,2,1,0,1,1,0,0,0,0,1,1,0.2857142984867096
1,0,6,232,7,0.4285714328289032,1,1,231,20,3,2,2,0,0,0,1,6,1,6,1,0,1,1,1,0,1,1,0,0,0.4285714328289032
1,0,999,161,7,0.4285714328289032,1,1,161,14,1,1,1,0,0,0,999,6,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
1,1,1,200,7,1,1,1,190,16,2,3,2,0,0,0,0,7,0,1,0,1,1,0,0,0,0,0,0,0,1
0,0,4,37,7,0.5714285969734192,0,0,37,4,3,3,2,0,0,0,1,5,1,4,0,1,1,1,0,0,1,0,0,0,0.2857142984867096
0,1,5,137,7,0.2857142984867096,0,0,149,13,3,3,2,0,0,0,1,3,1,5,0,1,1,0,1,1,0,0,0,0,0.1428571492433548
0,0,8,240,7,0.4285714328289032,0,0,270,25,2,2,2,0,0,0,0,5,0,8,1,0,1,1,1,0,1,0,1,0,0.4285714328289032
0,0,4,194,7,0,0,0,196,17,2,2,3,0,0,0,0,2,0,4,1,0,0,1,0,1,0,0,0,0,0
1,0,999,39,7,0.5714285969734192,0,0,51,5,1,1,1,0,0,0,999,6,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
1,0,999,39,7,0.5714285969734192,1,1,51,5,1,1,1,0,0,0,999,6,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
0,0,6,127,7,0,1,1,129,10,2,3,2,0,0,0,0,2,0,6,0,1,1,1,1,0,1,0,1,0,0
0,1,8,236,7,0.2857142984867096,0,0,239,21,3,2,2,0,0,0,1,3,1,8,1,0,1,0,1,0,1,1,1,0,0.1428571492433548
0,0,3,49,7,0,0,0,45,4,2,2,2,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,0,0
0,0,2,229,7,0,0,0,218,19,2,2,2,0,0,0,0,2,0,2,1,0,1,1,0,0,0,0,1,0,0
1,0,8,26,7,1,0,0,32,3,2,3,4,0,0,0,0,8,0,8,0,1,0,1,1,1,0,0,0,0,0.5714285969734192
1,1,1,273,7,0.5714285969734192,1,1,254,23,3,3,2,0,0,0,1,4,1,1,0,1,1,0,0,0,1,1,1,1,0.5714285969734192
0,1,5,137,7,0.2857142984867096,1,1,149,13,3,3,2,0,0,0,1,3,1,5,0,1,1,0,1,0,1,0,0,0,0.1428571492433548
0,0,3,129,7,0,1,0,116,9,2,2,2,-1,0,1,0,2,0,3,1,0,1,1,0,0,1,0,0,0,0
0,0,6,127,7,0,1,1,129,10,2,2,2,0,0,0,0,2,0,6,1,0,1,1,1,1,0,0,0,0,0
1,0,3,217,7,0.4285714328289032,1,0,214,19,3,3,2,-1,0,1,1,6,1,3,0,1,1,1,0,0,0,0,1,1,0.1428571492433548
0,0,6,34,7,0,0,0,34,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,1,0,0,0,0
1,1,7,10,7,0.5714285969734192,1,1,25,3,2,3,2,0,0,0,0,4,0,7,0,1,1,0,1,0,1,1,0,0,0.5714285969734192
1,0,8,240,7,0.4285714328289032,0,0,270,25,2,2,2,0,0,0,0,6,0,8,1,0,1,1,1,1,0,0,0,0,0.4285714328289032
0,0,2,91,7,0.4285714328289032,0,0,91,8,3,3,3,0,0,0,1,5,1,2,0,1,0,1,0,1,0,0,0,0,0.2857142984867096
0,0,0,270,7,0.5714285969734192,1,1,243,22,2,2,2,0,0,0,0,5,0,0,1,0,1,1,0,1,0,0,0,0,0.2857142984867096
1,0,3,217,7,0.4285714328289032,1,1,214,19,2,3,2,0,0,0,0,6,0,3,0,1,1,1,0,0,0,0,0,0,0.2857142984867096
0,1,6,42,7,0,0,0,52,5,2,2,2,0,0,0,0,1,0,6,1,0,1,0,1,0,1,0,0,0,0
0,0,1,36,7,0,0,0,36,4,2,6,4,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0
1,1,7,10,7,0.5714285969734192,1,1,25,3,2,3,2,0,0,0,0,4,0,7,0,1,1,0,1,0,1,0,1,0,0.5714285969734192
1,0,6,231,7,0.5714285969734192,1,1,230,20,2,2,2,0,0,0,0,6,0,6,1,0,1,1,1,0,0,0,1,1,0.5714285969734192
1,1,2,60,7,1,0,0,49,4,3,3,2,0,0,0,1,7,1,2,0,1,1,0,0,0,0,0,0,0,0.7142857313156128
0,0,6,150,7,0,0,0,156,13,3,6,2,0,0,0,1,2,1,6,0,0,1,1,1,0,0,0,0,0,0
0,1,6,145,7,0.5714285969734192,0,0,153,13,2,2,2,0,0,0,0,3,0,6,1,0,1,0,1,0,1,1,0,0,0.4285714328289032
0,0,6,150,7,0,0,0,156,13,2,2,2,0,0,0,0,2,0,6,1,0,1,1,1,0,0,0,0,0,0
0,0,4,61,7,0.2857142984867096,0,0,61,6,2,3,1,0,0,0,0,5,0,4,0,1,0,1,0,0,1,0,1,0,0.1428571492433548
1,0,4,77,7,0.4285714328289032,1,1,70,6,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,1,0,0,0,0.2857142984867096
1,1,2,84,7,1,1,1,73,6,3,3,3,0,0,0,1,7,1,2,0,1,0,0,0,0,1,1,0,0,0.4285714328289032
1,1,999,104,7,0.5714285969734192,1,1,94,8,1,1,1,0,0,0,999,4,NA,NA,0,0,0,0,NA,1,0,0,0,0,NA
0,1,2,187,7,0,1,1,194,17,3,3,2,0,0,0,1,1,1,2,0,1,1,0,0,0,1,0,0,0,0
0,1,2,187,7,0,1,1,194,17,2,3,2,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0
1,0,4,61,7,0.2857142984867096,1,1,61,6,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,1,0,1,0,0.1428571492433548
0,0,4,194,7,0,0,0,196,17,3,3,2,0,0,0,1,2,1,4,0,1,1,1,0,0,0,0,0,0,0
0,1,5,137,7,0.2857142984867096,1,0,149,13,3,2,2,-1,0,1,1,3,1,5,1,0,1,0,1,0,1,0,0,0,0.1428571492433548
1,1,2,84,7,1,1,1,73,6,2,3,2,0,0,0,0,7,0,2,0,1,1,0,0,1,0,0,0,0,0.4285714328289032
0,1,2,187,7,0,1,1,194,17,2,3,2,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0
0,0,6,34,7,0,0,0,34,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,0,1,0,0,0,0
0,0,4,231,7,0.5714285969734192,0,0,230,20,2,2,2,0,0,0,0,5,0,4,1,0,1,1,0,0,0,0,1,0,0.5714285969734192
1,0,999,61,7,0.2857142984867096,0,0,61,6,1,1,1,0,0,0,999,6,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
0,0,2,91,7,0.4285714328289032,0,1,91,8,3,2,2,1,1,0,1,5,1,2,1,0,1,1,0,0,0,0,0,0,0.2857142984867096
1,1,6,145,7,0.5714285969734192,1,1,153,13,2,2,3,0,0,0,0,4,0,6,1,0,0,0,1,0,1,1,1,1,0.4285714328289032
0,0,0,270,7,0.5714285969734192,1,1,243,22,2,3,2,0,0,0,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0.2857142984867096
0,1,6,160,7,0.4285714328289032,0,0,160,14,2,2,2,0,0,0,0,3,0,6,1,0,1,0,1,0,1,0,1,0,0.2857142984867096
1,1,1,273,7,0.5714285969734192,1,1,254,23,3,3,2,0,0,0,1,4,1,1,0,1,1,0,0,1,0,0,0,0,0.5714285969734192
1,1,6,191,7,1,1,1,203,18,3,3,2,0,0,0,1,7,1,6,0,1,1,0,1,0,1,1,1,1,0.7142857313156128
1,0,1,11,7,1,1,1,1,1,3,3,2,0,0,0,1,8,1,1,0,1,1,1,0,0,0,0,0,0,0.2857142984867096
1,1,7,46,7,1,1,1,53,5,3,3,2,0,0,0,1,7,1,7,0,1,1,0,1,0,1,1,0,0,1
1,0,999,107,7,0.5714285969734192,0,0,95,8,1,1,1,0,0,0,999,6,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
0,0,6,34,7,0,0,0,34,3,3,3,2,0,0,0,1,2,1,6,0,1,1,1,1,1,0,0,0,0,0
0,0,6,127,7,0,0,1,129,10,2,2,2,1,1,0,0,2,0,6,1,0,1,1,1,0,1,0,1,0,0
1,1,6,191,7,1,1,1,203,18,3,3,3,0,0,0,1,7,1,6,0,1,0,0,1,0,1,1,0,0,0.7142857313156128
1,0,999,26,7,1,0,0,32,3,1,1,1,0,0,0,999,8,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
1,1,999,60,7,1,1,1,49,4,1,1,1,0,0,0,999,7,NA,NA,0,0,0,0,NA,1,0,0,0,0,NA
0,1,7,10,7,0.5714285969734192,1,0,25,3,3,3,2,-1,0,1,1,3,1,7,0,1,1,0,1,0,1,1,1,0,0
0,0,4,194,7,0,1,1,196,17,2,2,2,0,0,0,0,2,0,4,1,0,1,1,0,0,0,0,0,0,0
1,1,2,281,7,1,1,1,258,23,3,3,2,0,0,0,1,7,1,2,0,1,1,0,0,0,1,1,1,1,1
0,0,5,39,7,0.5714285969734192,0,0,51,5,2,3,2,0,0,0,0,5,0,5,0,1,1,1,1,0,1,1,0,0,0
1,1,5,137,7,0.2857142984867096,1,0,149,13,2,6,2,-1,0,1,0,4,0,5,0,0,1,0,1,0,0,0,0,0,0.1428571492433548
1,0,8,26,7,1,0,0,32,3,2,3,4,0,0,0,0,8,0,8,0,1,0,1,1,0,1,1,1,1,0.5714285969734192
1,1,2,84,7,1,1,1,73,6,2,3,2,0,0,0,0,7,0,2,0,1,1,0,0,1,0,0,0,0,0.4285714328289032
0,0,4,77,7,0.4285714328289032,0,0,70,6,2,2,3,0,0,0,0,5,0,4,1,0,0,1,0,0,0,0,0,0,0.2857142984867096
0,0,999,107,7,0.5714285969734192,0,0,95,8,1,1,1,0,0,0,999,5,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
0,1,3,165,7,0.5714285969734192,1,1,172,15,2,2,2,0,0,0,0,3,0,3,1,0,1,0,0,0,0,0,1,0,0.1428571492433548
1,1,2,281,7,1,1,1,258,23,3,2,2,0,0,0,1,7,1,2,1,0,1,0,0,1,0,0,0,0,1
0,0,3,217,7,0.4285714328289032,0,0,214,19,2,2,2,0,0,0,0,5,0,3,1,0,1,1,0,1,0,0,0,0,0.2857142984867096
0,0,4,61,7,0.2857142984867096,0,0,61,6,2,3,2,0,0,0,0,5,0,4,0,1,1,1,0,0,1,1,0,0,0.1428571492433548
1,1,2,184,7,0.5714285969734192,1,1,183,16,2,6,3,0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0.5714285969734192
1,1,5,259,7,1,1,1,277,25,2,3,2,0,0,0,0,7,0,5,0,1,1,0,1,0,1,1,0,0,0.7142857313156128
0,0,0,34,7,0,0,0,34,3,3,3,2,0,0,0,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
0,1,999,104,7,0.5714285969734192,1,0,94,8,1,1,1,-1,0,1,999,3,NA,NA,0,0,0,0,NA,1,0,0,0,0,NA
0,0,1,182,7,0,0,0,182,16,2,3,2,0,0,0,0,2,0,1,0,1,1,1,0,0,1,0,1,0,0
0,0,4,194,7,0,0,0,196,17,2,3,2,0,0,0,0,2,0,4,0,1,1,1,0,0,1,0,1,0,0
0,1,6,145,7,0.5714285969734192,0,0,153,13,2,2,2,0,0,0,0,3,0,6,1,0,1,0,1,0,1,1,0,0,0.4285714328289032
1,1,5,137,7,0.2857142984867096,0,0,149,13,3,2,2,0,0,0,1,4,1,5,1,0,1,0,1,0,1,0,0,0,0.1428571492433548
0,0,3,49,7,0,1,0,45,4,3,3,2,-1,0,1,1,2,1,3,0,1,1,1,0,0,1,0,1,0,0
0,0,0,270,7,0.5714285969734192,1,1,243,22,2,6,2,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0,0,0,0.2857142984867096
0,0,2,36,7,0,0,0,36,4,2,3,2,0,0,0,0,2,0,2,0,1,1,1,0,0,0,0,0,0,0
1,0,4,57,7,0.4285714328289032,1,1,48,4,2,3,2,0,0,0,0,6,0,4,0,1,1,1,0,0,1,0,1,0,0.1428571492433548
0,0,0,229,7,0,0,0,218,19,2,2,2,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0
0,0,999,182,7,0,1,1,182,16,1,1,1,0,0,0,999,2,NA,NA,0,0,0,1,NA,1,0,0,0,0,NA
0,0,4,77,7,0.4285714328289032,0,0,70,6,2,3,2,0,0,0,0,5,0,4,0,1,1,1,0,0,1,0,0,0,0.2857142984867096
1,1,1,32,7,1,0,1,9,1,2,3,2,1,1,0,0,7,0,1,0,1,1,0,0,0,1,1,0,0,0.4285714328289032
0,1,1,273,7,0.5714285969734192,1,1,254,23,3,3,2,0,0,0,1,3,1,1,0,1,1,0,0,0,1,1,1,1,0.5714285969734192
1,0,1,11,7,1,1,1,1,1,2,3,2,0,0,0,0,8,0,1,0,1,1,1,0,0,1,1,1,1,0.7142857313156128
1,1,1,32,7,1,0,0,9,1,3,3,2,0,0,0,1,7,1,1,0,1,1,0,0,1,0,0,0,0,0.5714285969734192
0,1,1,273,7,0.5714285969734192,1,1,254,23,3,3,2,0,0,0,1,3,1,1,0,1,1,0,0,0,1,1,1,0,0.5714285969734192
1,0,2,57,7,0.4285714328289032,1,1,48,4,3,3,2,0,0,0,1,6,1,2,0,1,1,1,0,0,0,0,0,0,0.2857142984867096
0,0,6,250,7,0,0,0,261,24,3,2,2,0,0,0,1,2,1,6,1,0,1,1,1,0,0,0,1,0,0
1,1,0,200,7,1,1,1,190,16,2,3,2,0,0,0,0,7,0,0,0,1,1,0,0,1,0,0,0,0,1
1,1,1,184,7,0.5714285969734192,1,1,183,16,2,3,2,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0.5714285969734192
1,1,999,84,7,1,1,1,73,6,1,1,1,0,0,0,999,7,NA,NA,0,0,0,0,NA,1,0,0,0,0,NA
1,1,5,259,7,1,1,1,277,25,2,3,2,0,0,0,0,7,0,5,0,1,1,0,1,1,0,0,0,0,0.7142857313156128
1,1,2,84,7,1,1,1,73,6,2,6,3,0,0,0,0,7,0,2,0,0,0,0,0,0,1,1,1,1,0.4285714328289032
1,1,5,259,7,1,1,1,277,25,2,3,2,0,0,0,0,7,0,5,0,1,1,0,1,0,1,1,1,1,0.7142857313156128
0,1,6,160,7,0.4285714328289032,0,0,160,14,2,2,2,0,0,0,0,3,0,6,1,0,1,0,1,0,1,1,1,0,0.2857142984867096
1,0,1,118,7,0.5714285969734192,1,1,99,8,2,3,2,0,0,0,0,6,0,1,0,1,1,1,0,0,1,1,0,0,0.4285714328289032
0,0,8,240,7,0.4285714328289032,0,0,270,25,2,2,2,0,0,0,0,5,0,8,1,0,1,1,1,0,1,1,0,0,0.4285714328289032
